customer_id,segment,customer_orders,customer_sales,customer_profit,first_order_date,last_order_date,customer_avg_discount,line_count,loss_line_count,customer_margin,recency_days,customer_avg_order_value,is_repeat_customer,loss_line_rate,customer_label
ZC-21910,Consumer,8,3899.69,528.6897,2014-10-13,2017-11-06,0.2,8,5,0.1355722377932605,54,487.46125,True,0.625,KH-021
SC-20380,Consumer,4,3851.214,-308.9863,2014-03-01,2017-11-30,0.26,5,2,-0.0802308830410359,30,962.8035,True,0.4,KH-022
LW-17215,Consumer,2,3807.9,410.4144,2014-09-12,2016-05-17,0.35,2,1,0.10777972110612148,592,1903.95,True,0.5,KH-023
AA-10645,Consumer,5,3750.7129999999997,648.8833999999999,2014-06-22,2016-09-04,0.09375,8,1,0.1730026797571555,482,750.1425999999999,True,0.125,KH-024
CL-12565,Consumer,4,3719.976,655.87,2014-07-12,2017-03-21,0.15000000000000002,4,1,0.17631027727060605,284,929.994,True,0.25,KH-025
TB-21520,Consumer,3,3631.5879999999997,-1768.453,2014-10-21,2016-02-04,0.325,4,2,-0.48696410495904274,695,1210.5293333333332,True,0.5,KH-026
RB-19795,Home Office,1,3589.04,-556.9658,2017-11-28,2017-11-28,0.26666666666666666,3,2,-0.15518517486570224,32,3589.04,False,0.6666666666666666,KH-027
AM-10705,Consumer,4,3557.1360000000004,738.8388,2014-10-31,2017-07-21,0.0375,8,1,0.20770608714426433,162,889.2840000000001,True,0.125,KH-028
SP-20920,Consumer,2,3512.512,-26.2182,2016-11-12,2017-03-16,0.275,4,2,-0.00746423072718328,289,1756.256,True,0.5,KH-029
CP-12340,Corporate,2,3336.318,-1125.8011,2014-03-17,2016-06-03,0.35000000000000003,4,4,-0.3374381878466021,575,1668.159,True,1.0,KH-030
MM-17920,Consumer,3,3282.9840000000004,53.601200000000006,2015-01-10,2016-12-03,0.1,4,1,0.01632697570259252,392,1094.3280000000002,True,0.25,KH-031
SC-20305,Consumer,4,3255.4759999999997,-12.622,2014-12-16,2017-12-01,0.275,4,2,-0.003877159592022795,29,813.8689999999999,True,0.5,KH-032
PP-18955,Home Office,6,3252.052,570.8793999999999,2014-09-08,2016-11-10,0.037500000000000006,8,0,0.17554436398925968,415,542.0086666666667,True,0.0,KH-033
KH-16510,Consumer,3,3198.593,-120.67989999999999,2015-06-18,2017-12-08,0.13999999999999999,5,3,-0.03772905774507729,22,1066.1976666666667,True,0.6,KH-034
HW-14935,Corporate,4,3142.254,509.8737,2016-10-31,2017-09-04,0.075,4,1,0.16226368078455783,117,785.5635,True,0.25,KH-035
TT-21070,Consumer,3,3045.824,221.8558,2014-05-18,2017-11-29,0.2,4,0,0.07283933674434241,31,1015.2746666666667,True,0.0,KH-036
RB-19465,Home Office,6,2985.632,252.23859999999996,2014-09-07,2017-12-21,0.05714285714285715,7,1,0.08448415611836957,9,497.60533333333336,True,0.14285714285714285,KH-037
AG-10675,Consumer,3,2956.0476000000003,-316.9474,2015-05-07,2016-09-08,0.2733333333333334,3,2,-0.10721999199200986,478,985.3492000000001,True,0.6666666666666666,KH-038
KL-16555,Corporate,5,2947.002,-242.6018,2014-06-15,2017-11-04,0.24444444444444446,9,6,-0.08232155933385861,56,589.4004,True,0.6666666666666666,KH-039
MH-18025,Consumer,4,2923.79,455.6065,2014-07-08,2017-11-11,0.1,5,0,0.15582736790261953,49,730.9475,True,0.0,KH-040
RS-19420,Corporate,3,2899.27,532.1684,2014-08-05,2017-07-15,0.0,3,0,0.18355254943485774,168,966.4233333333333,True,0.0,KH-041
AS-10285,Corporate,2,2888.82,276.7842,2016-11-04,2016-11-11,0.0,2,0,0.09581220013708018,414,1444.41,True,0.0,KH-042
Dp-13240,Home Office,4,2888.1059999999998,-1094.9039,2014-10-11,2017-10-07,0.2571428571428572,7,3,-0.3791079344040697,84,722.0264999999999,True,0.42857142857142855,KH-043
SC-20230,Corporate,1,2887.056,180.441,2016-08-21,2016-08-21,0.2,1,0,0.0625,496,2887.056,False,0.0,KH-044
EP-13915,Consumer,5,2860.0848,-458.839,2016-10-18,2017-12-13,0.20333333333333334,6,4,-0.16042846002328323,17,572.01696,True,0.6666666666666666,KH-045
RP-19390,Consumer,3,2852.3900000000003,688.1442000000001,2014-09-13,2014-12-24,0.06666666666666667,3,0,0.24125179235658517,1102,950.7966666666667,True,0.0,KH-046
PK-19075,Consumer,5,2849.6440000000002,317.4022,2016-09-05,2017-09-04,0.11666666666666665,6,1,0.11138310610027076,117,569.9288,True,0.16666666666666666,KH-047
SF-20200,Consumer,2,2786.196,273.0642,2017-08-27,2017-11-01,0.1,2,0,0.09800609863771251,59,1393.098,True,0.0,KH-048
AJ-10795,Corporate,5,2769.5249999999996,610.7692,2014-05-14,2017-07-17,0.05833333333333333,6,0,0.22053211290744804,166,553.905,True,0.0,KH-049
CK-12325,Home Office,4,2758.7039999999997,228.0076,2014-03-14,2017-02-17,0.15,6,2,0.08265025896217935,316,689.6759999999999,True,0.3333333333333333,KH-050
ED-13885,Home Office,3,2757.368,541.0811000000001,2015-11-02,2017-08-17,0.25,4,2,0.19623100725039244,135,919.1226666666666,True,0.5,KH-051
JO-15145,Corporate,4,2750.0370000000003,446.7669,2014-11-27,2017-10-27,0.06999999999999999,5,1,0.1624585051037495,64,687.5092500000001,True,0.2,KH-052
LC-16960,Home Office,2,2737.772,285.99719999999996,2015-12-01,2016-10-20,0.1,2,0,0.1044634834456631,436,1368.886,True,0.0,KH-053
PS-19045,Home Office,1,2699.58,593.9076,2014-12-20,2014-12-20,0.0,2,0,0.22,1106,2699.58,False,0.0,KH-054
DW-13480,Home Office,2,2676.212,572.11,2014-06-01,2016-11-12,0.1,2,1,0.21377603866958222,413,1338.106,True,0.5,KH-055
LC-16885,Consumer,7,2641.164,-152.83079999999998,2015-11-20,2017-12-14,0.18888888888888888,9,3,-0.05786494136676101,16,377.3091428571429,True,0.3333333333333333,KH-056
KF-16285,Home Office,2,2639.824,329.978,2014-09-26,2017-09-11,0.2,2,0,0.125,110,1319.912,True,0.0,KH-057
AB-10060,Home Office,2,2614.308,334.5016,2016-03-13,2017-11-06,0.06666666666666667,3,1,0.12795034096977095,54,1307.154,True,0.3333333333333333,KH-058
GZ-14470,Consumer,4,2589.29,418.063,2014-08-05,2016-03-17,0.18,5,0,0.16145854655137123,653,647.3225,True,0.0,KH-059
KT-16465,Consumer,4,2574.234,91.2128,2014-09-08,2016-04-14,0.25,4,1,0.03543298705556682,625,643.5585,True,0.25,KH-060
GM-14440,Consumer,5,2570.86,161.05759999999998,2014-03-21,2017-10-08,0.15714285714285717,7,2,0.06264736313918298,83,514.172,True,0.2857142857142857,KH-061
BH-11710,Consumer,2,2563.9719999999998,34.5192,2014-06-09,2014-11-11,0.27499999999999997,4,2,0.013463173544796902,1145,1281.9859999999999,True,0.5,KH-062
AG-10900,Consumer,6,2556.465,67.50420000000001,2015-09-05,2017-09-03,0.175,8,5,0.02640529011740822,118,426.07750000000004,True,0.625,KH-063
EB-13705,Corporate,5,2548.522,-199.022,2014-07-08,2017-10-20,0.33999999999999997,5,4,-0.07809310651428554,71,509.70439999999996,True,0.8,KH-064
RW-19540,Corporate,4,2530.59,677.5589,2015-02-03,2017-09-01,0.0,6,0,0.2677474027795889,120,632.6475,True,0.0,KH-065
SV-20785,Consumer,4,2483.556,109.08180000000002,2015-05-03,2016-05-26,0.13999999999999999,5,2,0.043921618840082534,583,620.889,True,0.4,KH-066
ND-18370,Consumer,2,2476.98,409.19039999999995,2014-01-13,2015-07-13,0.05,2,0,0.16519729670808805,901,1238.49,True,0.0,KH-067
MP-18175,Home Office,6,2454.208,-234.44989999999999,2014-03-28,2017-12-14,0.15625,8,3,-0.09552975949878738,16,409.0346666666667,True,0.375,KH-068
MT-17815,Consumer,1,2430.08,388.8128,2016-07-25,2016-07-25,0.0,1,0,0.16,523,2430.08,False,0.0,KH-069
KM-16375,Home Office,3,2401.566,-93.70379999999997,2014-07-20,2017-02-20,0.26666666666666666,6,3,-0.039017790891443326,313,800.5219999999999,True,0.5,KH-070
IM-15070,Consumer,2,2361.7219999999998,-202.11540000000002,2014-12-19,2015-12-11,0.32,5,2,-0.08557967449174798,750,1180.8609999999999,True,0.4,KH-071
VW-21775,Corporate,4,2347.946,-536.9298,2014-05-11,2016-10-21,0.3,4,3,-0.2286806425701443,435,586.9865,True,0.75,KH-072
LW-16990,Corporate,4,2340.3360000000002,361.7373,2016-05-05,2017-11-14,0.15000000000000002,4,0,0.15456639559447874,46,585.0840000000001,True,0.0,KH-073
EM-13810,Corporate,2,2333.22,-216.2277,2015-07-16,2015-08-24,0.26666666666666666,3,2,-0.0926735155707563,859,1166.61,True,0.6666666666666666,KH-074
VP-21760,Corporate,4,2313.504,-1034.1218999999999,2014-09-06,2017-10-16,0.18,5,3,-0.4469937808622764,75,578.376,True,0.6,KH-075
MY-18295,Corporate,4,2308.488,-311.4854,2014-11-24,2016-12-02,0.28,4,3,-0.1349304826362537,393,577.122,True,0.75,KH-076
DK-12895,Consumer,2,2306.15,423.9568,2015-03-08,2017-11-15,0.08,5,0,0.18383747804782863,45,1153.075,True,0.0,KH-077
JM-15250,Consumer,5,2271.232,158.2074,2016-03-29,2017-10-28,0.21666666666666667,6,2,0.06965708478922453,63,454.2464,True,0.3333333333333333,KH-078
BO-11350,Corporate,4,2250.916,260.9196,2016-01-03,2017-05-03,0.16,5,1,0.11591707553724794,241,562.729,True,0.2,KH-079
TS-21370,Corporate,5,2225.487,-254.1701,2014-10-28,2017-11-24,0.26999999999999996,5,3,-0.11420875520728721,36,445.0974,True,0.6,KH-080
SC-20260,Corporate,3,2216.341,305.3351,2014-04-06,2015-08-31,0.25,3,1,0.13776539801411428,852,738.7803333333333,True,0.3333333333333333,KH-081
NW-18400,Consumer,4,2211.968,600.2764,2014-06-21,2015-11-21,0.05000000000000001,6,0,0.27137662027660436,770,552.992,True,0.0,KH-082
EB-13750,Corporate,5,2210.732,-221.394,2015-03-12,2017-11-10,0.19999999999999998,6,1,-0.10014511030735522,50,442.14639999999997,True,0.16666666666666666,KH-083
NP-18670,Consumer,1,2195.38,146.7004,2017-10-12,2017-10-12,0.0,2,0,0.06682232688646157,79,2195.38,False,0.0,KH-084
EB-13870,Consumer,4,2190.927,256.245,2014-05-05,2017-01-30,0.15,4,2,0.11695734271383756,334,547.73175,True,0.5,KH-085
MP-17470,Home Office,4,2187.682,240.7946,2014-03-30,2016-01-11,0.18,5,1,0.11006837373987628,719,546.9205,True,0.2,KH-086
CA-12775,Consumer,5,2175.868,-50.71529999999997,2014-06-28,2017-09-01,0.2,5,1,-0.023308077512054947,120,435.17359999999996,True,0.2,KH-087
CM-12715,Corporate,3,2167.4544,44.660399999999996,2014-03-07,2015-03-01,0.23,4,1,0.020605000963342064,1035,722.4848000000001,True,0.25,KH-088
FP-14320,Consumer,2,2138.844,134.20000000000002,2015-04-13,2016-04-01,0.2333333333333333,3,2,0.06274417395565082,638,1069.422,True,0.6666666666666666,KH-089
SP-20860,Corporate,5,2138.264,230.27439999999999,2014-12-15,2016-11-24,0.2333333333333333,6,1,0.10769222135339696,401,427.6528,True,0.16666666666666666,KH-090
SH-20635,Corporate,2,2096.392,260.6258,2014-12-16,2015-11-26,0.2,2,0,0.12432111933264392,765,1048.196,True,0.0,KH-091
TS-21610,Consumer,4,2085.384,-150.192,2014-08-16,2017-10-13,0.44999999999999996,4,3,-0.07202126802545719,78,521.346,True,0.75,KH-092
AS-10090,Consumer,4,2077.428,291.96299999999997,2014-09-22,2017-09-16,0.1,5,1,0.14054061079373148,105,519.357,True,0.2,KH-093
BM-11140,Consumer,3,2069.826,-7.075500000000002,2014-09-08,2016-12-04,0.16666666666666666,3,2,-0.003418403286073323,391,689.942,True,0.6666666666666666,KH-094
PO-18850,Consumer,5,2043.0682,-371.1896,2015-11-13,2017-10-24,0.264,5,4,-0.181682432333879,67,408.61364,True,0.8,KH-095
PF-19165,Consumer,3,2039.81,-69.72920000000005,2014-09-20,2017-06-17,0.16666666666666666,3,1,-0.03418416421137265,196,679.9366666666666,True,0.3333333333333333,KH-096
JS-15880,Consumer,3,2031.812,247.18490000000003,2014-04-08,2016-03-14,0.24,3,2,0.12165736790608582,656,677.2706666666667,True,0.6666666666666666,KH-097
SC-20095,Consumer,5,2031.086,96.2413,2014-02-12,2016-07-25,0.1,8,2,0.04738415803171308,523,406.2172,True,0.25,KH-098
MG-17680,Home Office,3,2020.708,-43.484399999999994,2014-10-22,2017-09-29,0.25,5,2,-0.021519388254017894,92,673.5693333333334,True,0.4,KH-099
BT-11305,Home Office,3,2019.85,300.0279,2014-04-25,2017-01-28,0.05,4,0,0.14853969354159963,336,673.2833333333333,True,0.0,KH-100
BC-11125,Home Office,6,2009.2,115.157,2014-07-06,2017-06-11,0.16666666666666666,6,2,0.057314851682261594,202,334.8666666666667,True,0.3333333333333333,KH-101
CM-12160,Consumer,1,2003.52,-325.572,2016-12-17,2016-12-17,0.2,1,1,-0.1625,378,2003.52,False,1.0,KH-102
TP-21130,Consumer,1,1998.49,482.5454,2017-12-22,2017-12-22,0.0,2,0,0.24145499852388552,8,1998.49,False,0.0,KH-103
MP-17965,Corporate,4,1998.106,231.6702,2015-04-18,2017-10-19,0.125,4,1,0.11594489982012966,72,499.5265,True,0.25,KH-104
WB-21850,Consumer,5,1975.014,28.546599999999998,2014-11-04,2017-12-10,0.2333333333333333,6,3,0.014453872225715867,20,395.0028,True,0.5,KH-105
DJ-13420,Corporate,3,1967.16,461.26219999999995,2014-12-08,2016-04-02,0.0,4,0,0.23448128266129847,637,655.72,True,0.0,KH-106
JE-16165,Corporate,2,1966.6,589.8324,2016-12-05,2017-12-10,0.0,2,0,0.2999249466083596,20,983.3,True,0.0,KH-107
JK-15625,Consumer,3,1965.308,110.353,2014-12-08,2017-10-30,0.16,5,2,0.056150486335983976,61,655.1026666666667,True,0.4,KH-108
TS-21430,Corporate,3,1944.1279999999997,30.19319999999999,2014-07-30,2016-11-13,0.175,4,1,0.015530458899825524,412,648.0426666666666,True,0.25,KH-109
MM-18055,Consumer,4,1935.307,-730.9481,2014-05-26,2017-09-08,0.4,4,3,-0.37769103299889883,113,483.82675,True,0.75,KH-110
JL-15835,Consumer,4,1928.464,381.9353,2014-07-07,2017-07-14,0.0875,8,1,0.19805155813123812,169,482.116,True,0.125,KH-111
TC-21295,Consumer,2,1924.35,318.3282,2014-10-14,2017-07-14,0.0,3,0,0.16542115519526074,169,962.175,True,0.0,KH-112
BP-11290,Consumer,5,1918.798,-145.7353,2014-10-03,2017-11-24,0.2857142857142857,7,5,-0.07595135079356972,36,383.7596,True,0.7142857142857143,KH-113
DN-13690,Consumer,4,1911.28,445.2022,2014-09-20,2017-05-27,0.0,6,0,0.23293405466493658,217,477.82,True,0.0,KH-114
SP-20620,Corporate,4,1905.1460000000002,-219.7636,2015-09-14,2017-11-13,0.18,5,3,-0.11535262914233343,47,476.28650000000005,True,0.6,KH-115
DS-13180,Corporate,6,1903.5668,121.0754,2015-08-09,2017-03-31,0.13857142857142857,7,3,0.0636044923666456,274,317.26113333333336,True,0.42857142857142855,KH-116
MH-17455,Consumer,4,1901.1080000000002,373.529,2014-12-20,2017-07-13,0.15000000000000002,4,1,0.1964796318778312,170,475.27700000000004,True,0.25,KH-117
KH-16360,Consumer,3,1900.8139999999999,457.3368,2014-05-21,2017-12-29,0.1,5,1,0.24060050062762586,1,633.6046666666666,True,0.2,KH-118
JK-15730,Consumer,3,1882.2740000000001,-249.4936,2014-11-18,2017-09-03,0.3416666666666666,6,4,-0.13254903377510394,118,627.4246666666667,True,0.6666666666666666,KH-119
SO-20335,Consumer,5,1879.9515000000001,-246.4612,2015-10-11,2017-12-01,0.15,7,1,-0.13109976507372662,29,375.99030000000005,True,0.14285714285714285,KH-120
KD-16495,Corporate,5,1877.85,348.1596,2015-11-08,2016-12-02,0.03571428571428571,7,1,0.18540330697340043,393,375.57,True,0.14285714285714285,KH-121
OT-18730,Consumer,3,1869.98,-234.4615,2016-06-10,2017-10-26,0.2333333333333333,3,2,-0.12538182226547878,65,623.3266666666667,True,0.6666666666666666,KH-122
AS-10225,Corporate,3,1865.62,161.40480000000002,2014-10-18,2017-09-17,0.0,3,0,0.08651536754537367,104,621.8733333333333,True,0.0,KH-123
MC-17845,Consumer,3,1847.4399999999998,157.77519999999998,2016-11-07,2017-12-10,0.19999999999999998,3,1,0.08540206989130905,20,615.8133333333333,True,0.3333333333333333,KH-124
GB-14575,Consumer,3,1846.936,471.1436,2015-06-12,2016-03-08,0.06666666666666667,3,0,0.2550947082086223,662,615.6453333333333,True,0.0,KH-125
HF-14995,Consumer,5,1843.3039999999999,-192.0208,2014-05-26,2016-11-27,0.20000000000000004,6,2,-0.10417207362431809,398,368.6608,True,0.3333333333333333,KH-126
MC-17275,Consumer,5,1830.682,317.5151,2014-09-08,2016-03-22,0.16,5,1,0.17344088159494658,648,366.1364,True,0.2,KH-127
AR-10825,Corporate,4,1825.4560000000001,372.5168,2016-06-14,2017-07-20,0.08,5,1,0.2040678055236609,163,456.36400000000003,True,0.2,KH-128
DJ-13510,Corporate,4,1812.146,98.8501,2016-08-26,2017-11-03,0.175,4,1,0.05454864012060839,57,453.0365,True,0.25,KH-129
MA-17995,Home Office,2,1794.782,132.137,2016-11-07,2017-06-27,0.15000000000000002,2,0,0.07362286896124433,186,897.391,True,0.0,KH-130
RA-19915,Consumer,3,1787.177,-110.19239999999999,2015-07-20,2017-12-18,0.1875,4,3,-0.06165723932212646,12,595.7256666666666,True,0.75,KH-131
CA-12265,Consumer,3,1786.9992,141.5274,2015-09-14,2017-10-19,0.10666666666666667,3,1,0.07919835666406566,72,595.6664,True,0.3333333333333333,KH-132
FH-14365,Corporate,2,1777.4099999999999,61.408500000000004,2014-10-20,2015-11-03,0.25,2,1,0.034549428663054674,788,888.7049999999999,True,0.5,KH-133
DB-12970,Corporate,4,1775.1471999999999,81.55409999999998,2014-11-12,2016-12-25,0.22400000000000003,5,2,0.045942161866914466,370,443.78679999999997,True,0.4,KH-134
JW-15220,Corporate,4,1772.076,-14.977300000000001,2015-04-30,2017-10-30,0.05714285714285715,7,1,-0.008451838408736421,61,443.019,True,0.14285714285714285,KH-135
LS-16975,Home Office,4,1757.1520000000003,176.42419999999998,2015-09-17,2017-11-28,0.19999999999999998,6,3,0.10040349383547921,32,439.28800000000007,True,0.5,KH-136
AR-10405,Corporate,2,1754.208,-280.3344,2014-10-03,2017-08-27,0.2333333333333333,3,1,-0.15980681880369946,125,877.104,True,0.3333333333333333,KH-137
HM-14860,Corporate,7,1752.5448,-273.9361,2014-07-21,2017-12-28,0.08857142857142856,7,2,-0.15630761621614467,2,250.36354285714285,True,0.2857142857142857,KH-138
SC-20725,Consumer,5,1740.598,332.8589,2014-06-03,2017-01-01,0.1,5,0,0.19123249595828562,363,348.1196,True,0.0,KH-139
LL-16840,Consumer,2,1737.58,251.20480000000003,2014-04-29,2015-04-16,0.0,3,0,0.14457164562207211,989,868.79,True,0.0,KH-140
AJ-10780,Corporate,3,1735.5639999999999,-689.6546,2014-01-10,2017-05-14,0.13333333333333333,3,1,-0.39736627401812896,230,578.5213333333332,True,0.3333333333333333,KH-141
LS-16945,Corporate,2,1730.388,-297.14939999999996,2016-07-18,2017-07-05,0.3333333333333333,3,1,-0.17172414510502845,178,865.194,True,0.3333333333333333,KH-142
SF-20965,Corporate,3,1727.816,147.3448,2015-09-17,2016-10-31,0.26666666666666666,3,1,0.0852780620158628,425,575.9386666666667,True,0.3333333333333333,KH-143
JE-15610,Corporate,2,1695.9840000000002,-122.997,2015-06-11,2017-11-09,0.20000000000000004,3,1,-0.07252250021226615,51,847.9920000000001,True,0.3333333333333333,KH-144
IL-15100,Consumer,2,1674.04,374.262,2015-02-06,2017-08-10,0.0,3,0,0.2235681345726506,142,837.02,True,0.0,KH-145
CR-12580,Home Office,1,1673.184,20.9148,2017-11-03,2017-11-03,0.2,1,0,0.0125,57,1673.184,False,0.0,KH-146
BS-11380,Corporate,1,1657.7359999999999,-295.52700000000004,2017-12-02,2017-12-02,0.3666666666666667,3,1,-0.17827144973626685,28,1657.7359999999999,False,0.3333333333333333,KH-147
KN-16390,Corporate,4,1644.316,-172.7202,2015-08-21,2017-11-07,0.22000000000000003,5,4,-0.10504075858898168,53,411.079,True,0.8,KH-148
EH-13765,Corporate,5,1643.304,332.3322,2015-09-10,2017-08-17,0.05000000000000001,6,0,0.20223415752654408,135,328.6608,True,0.0,KH-149
SH-19975,Corporate,5,1639.8855,168.2714,2014-12-10,2017-12-01,0.09166666666666667,6,1,0.10261167624203031,29,327.9771,True,0.16666666666666666,KH-150
AH-10075,Corporate,3,1635.1219999999998,-40.71540000000002,2017-04-15,2017-10-23,0.13333333333333333,6,3,-0.024900527300103614,68,545.0406666666667,True,0.5,KH-151
CT-11995,Consumer,3,1630.8600000000001,224.67589999999998,2014-05-07,2017-09-25,0.13999999999999999,5,2,0.13776528947917047,96,543.62,True,0.4,KH-152
SS-20410,Consumer,3,1618.269,-661.8045999999999,2014-05-30,2015-11-21,0.3,3,2,-0.4089583375816999,770,539.423,True,0.6666666666666666,KH-153
TG-21640,Consumer,3,1616.1480000000001,228.7578,2014-03-31,2017-09-07,0.06666666666666667,3,0,0.14154508126730966,114,538.716,True,0.0,KH-154
DB-13120,Corporate,2,1612.542,-450.3978,2015-05-01,2015-12-27,0.30000000000000004,2,1,-0.27930919008621174,734,806.271,True,0.5,KH-155
PC-18745,Corporate,2,1605.048,207.1008,2014-12-31,2016-11-27,0.1,2,0,0.1290309074868789,398,802.524,True,0.0,KH-156
DK-12835,Corporate,4,1586.766,209.97500000000002,2014-11-23,2017-12-09,0.225,4,2,0.13232890041757892,21,396.6915,True,0.5,KH-157
AC-10615,Corporate,2,1586.4060000000002,130.6982,2017-09-02,2017-12-24,0.125,4,1,0.0823863500264119,6,793.2030000000001,True,0.25,KH-158
RO-19780,Consumer,3,1564.276,-134.20940000000002,2016-03-18,2017-11-25,0.3333333333333333,3,3,-0.08579649627047913,35,521.4253333333334,True,1.0,KH-159
AD-10180,Home Office,3,1548.78,247.7298,2014-12-26,2017-12-01,0.16666666666666666,3,1,0.1599515747878976,29,516.26,True,0.3333333333333333,KH-160
BT-11395,Corporate,3,1544.2620000000002,122.598,2015-04-13,2017-03-03,0.06666666666666667,3,1,0.07938937822726971,302,514.754,True,0.3333333333333333,KH-161
LT-17110,Consumer,4,1538.172,47.78380000000001,2014-06-01,2016-03-13,0.13,5,1,0.031065316492563905,657,384.543,True,0.2,KH-162
KH-16330,Corporate,4,1530.338,4.7288,2016-06-27,2017-11-20,0.16,5,2,0.0030900363187740224,40,382.5845,True,0.4,KH-163
HR-14830,Corporate,3,1514.3110000000001,101.7414,2015-12-22,2017-03-24,0.19999999999999998,3,0,0.0671865950917612,281,504.7703333333334,True,0.0,KH-164
NF-18595,Home Office,4,1488.108,257.0314,2014-04-19,2015-04-04,0.08,5,0,0.172723619522239,1001,372.027,True,0.0,KH-165
CB-12535,Corporate,3,1475.9595,159.05509999999998,2015-05-08,2016-11-07,0.125,6,1,0.10776386479439307,418,491.9865,True,0.16666666666666666,KH-166
MK-17905,Corporate,3,1467.0520000000001,322.9454,2014-11-18,2016-10-21,0.06666666666666667,3,0,0.22013221071918376,435,489.0173333333334,True,0.0,KH-167
MH-17785,Corporate,3,1450.1,126.7676,2014-05-27,2014-11-18,0.05,4,1,0.08741990207571892,1138,483.3666666666666,True,0.25,KH-168
CC-12610,Corporate,2,1443.7259999999999,135.99259999999998,2014-08-27,2016-10-10,0.22499999999999998,4,1,0.09419557450651993,446,721.8629999999999,True,0.25,KH-169
FO-14305,Consumer,1,1441.3,245.021,2014-06-09,2014-06-09,0.0,1,0,0.16999999999999998,1300,1441.3,False,0.0,KH-170
MW-18220,Consumer,1,1433.35,130.3764,2014-09-20,2014-09-20,0.15000000000000002,2,1,0.09095922140440227,1197,1433.35,False,0.5,KH-171
LC-17050,Consumer,4,1431.546,193.5746,2014-01-31,2017-11-06,0.2375,4,2,0.1352206635343887,54,357.8865,True,0.5,KH-172
SL-20155,Home Office,2,1429.0300000000002,194.1849,2015-03-29,2017-10-21,0.1,2,0,0.1358858106547798,70,714.5150000000001,True,0.0,KH-173
DE-13255,Home Office,2,1428.1399999999999,403.0856,2014-11-05,2015-09-24,0.0,2,0,0.28224515803772743,828,714.0699999999999,True,0.0,KH-174
