order_id,order_date,ship_date,shipping_days,customer_id,segment,region,state,city,order_sales,order_profit,order_quantity,order_line_count,order_avg_discount,order_has_loss_line,order_loss_line_count,order_margin
CA-2014-110786,2014-12-29,2015-01-02,4,AJ-10795,Corporate,West,California,San Francisco,95.46000000000001,32.2074,11,2,0.0,False,0,0.33739157762413574
CA-2014-111192,2014-07-30,2014-08-05,6,TS-21430,Corporate,West,Washington,Seattle,1367.84,259.8896,8,1,0.0,False,0,0.19
CA-2014-111451,2014-12-26,2014-12-28,2,KL-16555,Corporate,West,Colorado,Colorado Springs,749.12,74.4504,14,3,0.20000000000000004,True,1,0.09938381033746263
CA-2014-111871,2014-03-18,2014-03-21,3,EK-13795,Home Office,West,California,San Francisco,1198.33,70.49,10,1,0.15,False,0,0.058823529411764705
CA-2014-112158,2014-12-02,2014-12-04,2,DP-13165,Consumer,East,New York,New York City,883.92,-110.49,5,1,0.2,True,1,-0.125
CA-2014-112837,2014-09-11,2014-09-16,5,LW-17125,Consumer,West,California,Oxnard,127.95,21.7515,3,1,0.0,False,0,0.16999999999999998
CA-2014-113257,2014-12-16,2014-12-18,2,SC-20305,Consumer,Central,Texas,Beaumont,8.624,-2.5872,7,1,0.6,True,1,-0.3
CA-2014-113271,2014-07-09,2014-07-14,5,DS-13030,Home Office,West,California,San Francisco,119.833,7.049,1,1,0.15,False,0,0.05882352941176471
CA-2014-113320,2014-12-12,2014-12-15,3,LH-17155,Consumer,West,California,Oakland,21.78,8.9496,6,2,0.0,False,0,0.4109090909090909
CA-2014-113383,2014-09-10,2014-09-13,3,SF-20065,Consumer,East,New Jersey,Clifton,254.9,76.47,5,1,0.0,False,0,0.3
CA-2014-113768,2014-05-13,2014-05-19,6,AH-10030,Corporate,West,California,Los Angeles,279.456,20.9592,6,1,0.2,False,0,0.075
CA-2014-113859,2014-09-13,2014-09-17,4,BC-11125,Home Office,Central,Texas,Odessa,340.116,-9.7176,6,1,0.3,True,1,-0.02857142857142857
CA-2014-113880,2014-03-01,2014-03-05,4,VF-21715,Home Office,Central,Illinois,Elmhurst,634.116,-172.1172,6,1,0.3,True,1,-0.2714285714285714
CA-2014-114181,2014-05-10,2014-05-14,4,AF-10885,Consumer,East,Pennsylvania,Philadelphia,349.965,-216.9783,7,1,0.5,True,1,-0.62
CA-2014-114195,2014-11-01,2014-11-03,2,EA-14035,Corporate,East,Ohio,Mason,68.704,16.3172,2,1,0.2,False,0,0.23750000000000002
CA-2014-114251,2014-11-05,2014-11-10,5,MD-17350,Consumer,East,Pennsylvania,Philadelphia,273.568,-34.196,2,1,0.2,True,1,-0.125
CA-2014-114314,2014-10-11,2014-10-15,4,DB-13555,Corporate,South,Arkansas,Fayetteville,8.92,3.9248,4,1,0.0,False,0,0.44
CA-2014-114321,2014-08-20,2014-08-25,5,NC-18535,Corporate,South,Virginia,Hampton,500.24,145.0696,13,1,0.0,False,0,0.29000000000000004
CA-2014-114335,2014-09-28,2014-10-03,5,XP-21865,Consumer,South,Florida,Hollywood,337.088,16.8544,4,1,0.2,False,0,0.04999999999999999
CA-2014-114517,2014-12-23,2014-12-27,4,TH-21235,Corporate,East,New York,New York City,53.316,-19.5492,2,1,0.4,True,1,-0.36666666666666664
CA-2014-115084,2014-10-18,2014-10-22,4,LS-17200,Corporate,South,Arkansas,Texarkana,605.34,145.2816,6,1,0.0,False,0,0.24
CA-2014-115161,2014-01-31,2014-02-02,2,LC-17050,Consumer,West,California,Mission Viejo,290.666,3.4196,2,1,0.15,False,0,0.011764705882352941
CA-2014-115791,2014-01-16,2014-01-18,2,DL-13315,Consumer,East,Pennsylvania,Philadelphia,127.104,28.5984,6,1,0.2,False,0,0.225
CA-2014-115812,2014-06-09,2014-06-14,5,BH-11710,Consumer,West,California,Los Angeles,1755.0439999999999,99.4786,16,2,0.1,False,0,0.05668154188726893
CA-2014-116190,2014-07-26,2014-08-01,6,SG-20470,Consumer,South,Georgia,Atlanta,93.59,27.583199999999998,5,2,0.0,False,0,0.29472379527727316
CA-2014-116246,2014-09-12,2014-09-17,5,LW-17215,Consumer,East,New York,New York City,3785.292,420.588,6,1,0.1,False,0,0.11111111111111112
CA-2014-116568,2014-12-14,2014-12-20,6,BM-11785,Consumer,South,Florida,Deltona,186.304,13.9728,4,1,0.2,False,0,0.075
CA-2014-116673,2014-12-15,2014-12-19,4,JO-15280,Consumer,West,California,San Diego,6.16,1.9712,2,1,0.0,False,0,0.32
CA-2014-116834,2014-10-11,2014-10-16,5,Dp-13240,Home Office,West,Washington,Seattle,63.47,19.041,11,1,0.0,False,0,0.3
CA-2014-116932,2014-07-21,2014-07-25,4,ME-18010,Corporate,West,California,San Francisco,1074.416,77.3828,3,2,0.2,False,0,0.07202312698247235
CA-2014-117345,2014-08-01,2014-08-05,4,BF-10975,Corporate,South,North Carolina,Charlotte,44.128,12.1352,4,1,0.2,False,0,0.27499999999999997
CA-2014-117429,2014-10-07,2014-10-13,6,MR-17545,Home Office,East,Pennsylvania,Philadelphia,129.92,21.112,5,1,0.2,False,0,0.1625
CA-2014-117464,2014-07-22,2014-07-24,2,NP-18325,Consumer,West,California,San Francisco,888.072,90.9366,6,2,0.2,False,0,0.10239777855849526
CA-2014-117765,2014-09-07,2014-09-13,6,RB-19465,Home Office,Central,Oklahoma,Tulsa,591.86,157.12279999999998,7,2,0.0,False,0,0.2654729158922718
CA-2014-118276,2014-12-29,2015-01-02,4,MG-17890,Home Office,Central,Illinois,Saint Charles,8.736,-4.8048,3,1,0.6,True,1,-0.5499999999999999
CA-2014-118962,2014-08-05,2014-08-09,4,CS-12130,Consumer,West,California,Los Angeles,340.144,21.259,7,1,0.2,False,0,0.0625
CA-2014-119144,2014-11-16,2014-11-18,2,JD-16150,Corporate,West,California,Los Angeles,305.9745,25.1979,3,1,0.15,False,0,0.0823529411764706
CA-2014-119151,2014-11-25,2014-11-29,4,MP-18175,Home Office,East,New York,New York City,275.952,-37.9434,3,1,0.2,True,1,-0.13749999999999998
CA-2014-119375,2014-11-17,2014-11-22,5,YC-21895,Corporate,East,Delaware,Newark,124.41,14.9292,3,1,0.0,False,0,0.12
CA-2014-119466,2014-12-15,2014-12-21,6,SP-20860,Corporate,Central,Illinois,Chicago,8.544,-7.476,2,1,0.6,True,1,-0.875
CA-2014-120411,2014-09-20,2014-09-23,3,SB-20185,Consumer,Central,Illinois,Chicago,493.43,-70.49,5,1,0.3,True,1,-0.14285714285714285
CA-2014-120474,2014-12-01,2014-12-03,2,RP-19390,Consumer,Central,Wisconsin,Madison,2807.84,673.8816,8,1,0.0,False,0,0.24
CA-2014-120544,2014-11-23,2014-11-27,4,SS-20140,Corporate,Central,Texas,Mesquite,6.368,-2.5472,2,1,0.6,True,1,-0.4
CA-2014-120768,2014-12-19,2014-12-21,2,IM-15070,Consumer,South,Alabama,Florence,1819.86,163.7874,14,1,0.0,False,0,0.09
CA-2014-120775,2014-10-03,2014-10-07,4,RD-19930,Consumer,Central,Texas,Dallas,31.776,-19.0656,3,1,0.6,True,1,-0.6
CA-2014-120887,2014-09-27,2014-10-03,6,TS-21205,Corporate,East,New Jersey,Hackensack,87.54,37.6422,3,1,0.0,False,0,0.43
CA-2014-121006,2014-11-10,2014-11-16,6,SC-20020,Consumer,Central,Michigan,Midland,563.94,112.788,3,1,0.0,False,0,0.19999999999999998
CA-2014-121769,2014-04-08,2014-04-12,4,JS-15880,Consumer,East,Ohio,Toledo,172.11,-94.6605,1,1,0.4,True,1,-0.5499999999999999
CA-2014-122217,2014-11-24,2014-11-29,5,HP-14815,Home Office,South,Virginia,Virginia Beach,111.15,48.906,5,1,0.0,False,0,0.43999999999999995
CA-2014-122588,2014-11-25,2014-11-27,2,AR-10540,Consumer,East,Rhode Island,Woonsocket,52.96,20.1248,2,1,0.0,False,0,0.38
CA-2014-122609,2014-11-12,2014-11-18,6,DP-13000,Consumer,Central,Texas,Carrollton,25.128,-6.9102,3,1,0.6,True,1,-0.27499999999999997
CA-2014-122882,2014-09-07,2014-09-13,6,SB-20290,Corporate,East,Pennsylvania,Philadelphia,42.368,8.4736,2,1,0.2,False,0,0.19999999999999998
CA-2014-122931,2014-09-29,2014-10-03,4,SM-20950,Corporate,East,Pennsylvania,Philadelphia,476.448,-102.0072,3,2,0.4,True,2,-0.21409933507958898
CA-2014-123295,2014-07-18,2014-07-18,0,AH-10120,Home Office,West,Arizona,Tucson,259.136,-25.9136,4,1,0.2,True,1,-0.09999999999999999
CA-2014-124023,2014-04-07,2014-04-10,3,PJ-19015,Consumer,South,Alabama,Mobile,8.96,2.7776,2,1,0.0,False,0,0.31
CA-2014-124079,2014-12-13,2014-12-17,4,RF-19345,Corporate,West,Arizona,Phoenix,87.96,7.6965,3,1,0.2,False,0,0.08750000000000001
CA-2014-124247,2014-12-16,2014-12-21,5,SH-20635,Corporate,West,California,Sacramento,1403.92,70.196,5,1,0.2,False,0,0.049999999999999996
CA-2014-124429,2014-05-27,2014-05-27,0,MH-17785,Corporate,West,California,San Diego,567.12,-28.356,10,1,0.2,True,1,-0.05
CA-2014-124478,2014-08-08,2014-08-12,4,MA-17560,Home Office,Central,Michigan,Trenton,53.88,22.6296,6,1,0.0,False,0,0.42
CA-2014-124688,2014-08-27,2014-08-29,2,CC-12610,Corporate,South,Virginia,Springfield,1232.06,313.2566,7,2,0.0,False,0,0.25425433826274696
CA-2014-124702,2014-11-18,2014-11-25,7,MH-17785,Corporate,West,Washington,Seattle,867.74,149.942,6,2,0.0,False,0,0.17279599880148433
CA-2014-124723,2014-08-05,2014-08-12,7,GZ-14470,Consumer,Central,Texas,Texas City,489.23,41.934,2,1,0.3,False,0,0.0857142857142857
CA-2014-124737,2014-08-23,2014-08-27,4,AP-10915,Consumer,West,Colorado,Denver,4.224,1.2672,3,1,0.2,False,0,0.3
CA-2014-124856,2014-09-29,2014-10-03,4,LD-17005,Consumer,East,New York,New York City,117.36,36.3816,4,1,0.0,False,0,0.31
CA-2014-125150,2014-05-16,2014-05-23,7,PW-19030,Corporate,West,California,Los Angeles,232.88,17.466,5,1,0.2,False,0,0.07500000000000001
CA-2014-125731,2014-09-10,2014-09-16,6,CL-12565,Consumer,West,Oregon,Gresham,1487.04,148.704,5,1,0.2,False,0,0.1
CA-2014-125759,2014-02-08,2014-02-09,1,NM-18445,Home Office,West,Nevada,North Las Vegas,14.56,5.5328,2,1,0.0,False,0,0.38
CA-2014-125829,2014-11-04,2014-11-11,7,WB-21850,Consumer,West,California,Los Angeles,573.728,-64.5444,4,1,0.2,True,1,-0.1125
CA-2014-125997,2014-09-20,2014-09-23,3,MW-18220,Consumer,East,New York,New York City,1433.35,130.3764,4,2,0.15000000000000002,True,1,0.09095922140440227
CA-2014-126403,2014-09-09,2014-09-12,3,RR-19525,Corporate,East,Massachusetts,Lowell,785.88,212.1876,6,1,0.0,False,0,0.27
CA-2014-126683,2014-09-29,2014-10-01,2,PP-18955,Home Office,West,Washington,Seattle,2354.98,402.2562,11,2,0.0,False,0,0.17081087737475475
CA-2014-126760,2014-07-26,2014-08-02,7,KM-16720,Consumer,West,Nevada,North Las Vegas,808.362,-73.3995,12,2,0.1,True,1,-0.09080028502081988
CA-2014-126802,2014-12-29,2015-01-05,7,ZC-21910,Consumer,Central,Illinois,Chicago,38.976,-50.6688,3,1,0.6,True,1,-1.3
CA-2014-127012,2014-08-11,2014-08-15,4,GM-14680,Consumer,West,Washington,Seattle,12.35,5.434,1,1,0.0,False,0,0.44
CA-2014-127159,2014-05-12,2014-05-15,3,HL-15040,Consumer,Central,Wisconsin,Milwaukee,34.79,10.7849,7,1,0.0,False,0,0.31
CA-2014-127166,2014-05-21,2014-05-23,2,KH-16360,Consumer,Central,Texas,Houston,107.772,-29.2524,2,1,0.3,True,1,-0.2714285714285714
CA-2014-127446,2014-11-25,2014-11-30,5,MC-17590,Corporate,Central,Texas,Arlington,1224.831,-125.83590000000001,8,2,0.44999999999999996,True,2,-0.10273735723540638
CA-2014-127558,2014-11-15,2014-11-18,3,SS-20410,Consumer,West,California,Los Angeles,10.11,3.2352,3,1,0.0,False,0,0.32
CA-2014-127614,2014-02-11,2014-02-15,4,NF-18385,Consumer,South,Virginia,Chesapeake,1256.22,75.3732,6,1,0.0,False,0,0.06
CA-2014-128209,2014-11-17,2014-11-22,5,GT-14710,Consumer,East,New York,Buffalo,4007.84,-50.098,10,1,0.2,True,1,-0.012499999999999999
CA-2014-129189,2014-07-21,2014-07-25,4,HM-14860,Corporate,Central,Texas,Dallas,657.93,-93.99,5,1,0.3,True,1,-0.14285714285714285
CA-2014-129924,2014-07-12,2014-07-17,5,AC-10420,Corporate,West,California,San Francisco,698.352,-17.4588,3,1,0.2,True,1,-0.025
CA-2014-129938,2014-12-15,2014-12-17,2,EB-13705,Corporate,East,Pennsylvania,Philadelphia,445.802,-108.2662,7,1,0.3,True,1,-0.24285714285714283
CA-2014-130092,2014-01-11,2014-01-14,3,SV-20365,Consumer,East,Delaware,Dover,9.94,3.0814,2,1,0.0,False,0,0.31
CA-2014-130428,2014-03-31,2014-03-31,0,TG-21640,Consumer,South,Florida,Tampa,1125.488,98.4802,7,1,0.2,False,0,0.0875
CA-2014-130449,2014-09-06,2014-09-09,3,VP-21760,Corporate,West,California,San Francisco,41.88,12.1452,6,1,0.0,False,0,0.29
CA-2014-130673,2014-05-20,2014-05-22,2,MC-17590,Corporate,Central,Texas,San Marcos,10.332,-5.9409,3,1,0.6,True,1,-0.575
CA-2014-131002,2014-09-07,2014-09-12,5,TB-21400,Consumer,Central,Oklahoma,Tulsa,879.5699999999999,237.34169999999997,9,2,0.0,False,0,0.2698383300931137
CA-2014-131009,2014-03-01,2014-03-05,4,SC-20380,Consumer,Central,Texas,El Paso,425.802,-34.9536,12,2,0.44999999999999996,True,1,-0.08208885820169938
CA-2014-131051,2014-12-01,2014-12-05,4,TR-21325,Consumer,West,California,San Francisco,58.2,28.518,3,1,0.0,False,0,0.49
CA-2014-131247,2014-03-30,2014-04-04,5,GA-14725,Consumer,West,California,San Francisco,205.666,-12.098,2,1,0.15,True,1,-0.05882352941176471
CA-2014-131310,2014-07-12,2014-07-18,6,CL-12565,Consumer,West,Washington,Seattle,123.136,13.8528,4,1,0.2,False,0,0.1125
CA-2014-131450,2014-08-08,2014-08-15,7,LR-16915,Consumer,West,California,San Diego,327.76,91.7728,8,1,0.0,False,0,0.28
CA-2014-131541,2014-07-28,2014-07-28,0,CK-12205,Consumer,South,Florida,Apopka,129.888,12.9888,6,1,0.2,False,0,0.09999999999999999
CA-2014-131926,2014-06-01,2014-06-06,5,DW-13480,Home Office,Central,Minnesota,Lakeville,2001.86,580.5394,7,1,0.0,False,0,0.29000000000000004
CA-2014-132451,2014-09-26,2014-09-27,1,KF-16285,Home Office,West,California,San Diego,585.552,73.194,3,1,0.2,False,0,0.125
CA-2014-132612,2014-06-09,2014-06-11,2,FO-14305,Consumer,South,Virginia,Harrisonburg,1441.3,245.021,7,1,0.0,False,0,0.16999999999999998
CA-2014-133158,2014-08-19,2014-08-21,2,DW-13195,Corporate,West,California,Los Angeles,289.24,26.0316,7,1,0.0,False,0,0.09
CA-2014-133228,2014-04-04,2014-04-09,5,MS-17710,Consumer,Central,Michigan,Detroit,5.47,2.3521,1,1,0.0,False,0,0.43000000000000005
CA-2014-133592,2014-12-31,2015-01-07,7,KM-16375,Home Office,East,Rhode Island,Providence,947.8399999999999,230.1208,8,2,0.0,False,0,0.24278443619176235
CA-2014-133690,2014-08-03,2014-08-05,2,BS-11755,Consumer,West,Colorado,Denver,218.75,-161.875,2,1,0.5,True,1,-0.74
CA-2014-134061,2014-04-29,2014-05-04,5,LL-16840,Consumer,East,New York,Rochester,17.46,5.9364,2,1,0.0,False,0,0.33999999999999997
CA-2014-134551,2014-12-20,2014-12-25,5,TS-21505,Consumer,South,Tennessee,Columbia,662.88,74.574,3,1,0.2,False,0,0.1125
CA-2014-134572,2014-04-20,2014-04-22,2,SV-20365,Consumer,Central,Texas,Houston,1145.69,-227.62099999999998,7,2,0.3,True,2,-0.19867590709528754
CA-2014-135608,2014-12-08,2014-12-10,2,JK-15625,Consumer,West,Washington,Olympia,603.92,45.294,5,1,0.2,False,0,0.075
CA-2014-135657,2014-06-03,2014-06-07,4,SC-20725,Consumer,West,Washington,Seattle,515.88,113.4936,6,1,0.0,False,0,0.22
CA-2014-136399,2014-12-16,2014-12-17,1,CC-12100,Home Office,West,California,Los Angeles,286.028,32.7894,4,2,0.1,False,0,0.11463702854266015
CA-2014-136567,2014-12-20,2014-12-21,1,PS-19045,Home Office,South,Virginia,Harrisonburg,2699.58,593.9076,9,2,0.0,False,0,0.22
CA-2014-136644,2014-06-16,2014-06-22,6,SC-20575,Consumer,Central,Indiana,Mishawaka,647.84,32.392,8,1,0.0,False,0,0.05
CA-2014-136861,2014-09-05,2014-09-07,2,PR-18880,Consumer,South,Florida,Saint Petersburg,31.984,1.999,2,1,0.2,False,0,0.0625
CA-2014-137274,2014-03-29,2014-04-02,4,MG-18145,Consumer,Central,Texas,Plano,890.841,-152.7156,3,1,0.3,True,1,-0.17142857142857143
CA-2014-138100,2014-09-15,2014-09-20,5,AA-10315,Consumer,East,New York,New York City,14.56,6.2608,2,1,0.0,False,0,0.42999999999999994
CA-2014-138177,2014-09-19,2014-09-24,5,ND-18460,Corporate,West,Arizona,Chandler,73.915,-45.8273,1,1,0.5,True,1,-0.62
CA-2014-138317,2014-06-21,2014-06-25,4,NW-18400,Consumer,East,Pennsylvania,Philadelphia,3.984,0.6474,1,1,0.2,False,0,0.1625
CA-2014-138681,2014-12-20,2014-12-22,2,CT-11995,Consumer,West,Arizona,Tucson,294.32,-32.018,5,2,0.2,True,1,-0.10878635498776842
CA-2014-139892,2014-09-08,2014-09-12,4,BM-11140,Consumer,Central,Texas,San Antonio,1740.06,-24.858,9,1,0.3,True,1,-0.014285714285714287
CA-2014-140403,2014-10-10,2014-10-10,0,TN-21040,Home Office,West,California,Manteca,122.352,13.7646,3,1,0.2,False,0,0.11249999999999999
CA-2014-140487,2014-06-14,2014-06-20,6,SR-20425,Home Office,Central,Michigan,Detroit,212.94,57.4938,3,1,0.0,False,0,0.27
CA-2014-140858,2014-06-28,2014-07-02,4,CA-12775,Consumer,East,Pennsylvania,Philadelphia,1228.465,0.0,5,1,0.3,False,0,0.0
CA-2014-141607,2014-12-12,2014-12-17,5,WB-21850,Consumer,West,California,Concord,43.31,4.331,1,1,0.0,False,0,0.1
CA-2014-141726,2014-07-20,2014-07-22,2,CC-12145,Consumer,West,California,San Diego,43.02,15.4872,3,1,0.0,False,0,0.36
CA-2014-142587,2014-10-21,2014-10-22,1,TB-21520,Consumer,East,Ohio,Fairfield,409.59,-122.877,3,1,0.4,True,1,-0.3
CA-2014-142727,2014-04-29,2014-05-01,2,HG-14845,Consumer,South,Louisiana,Lake Charles,51.96,12.99,2,1,0.0,False,0,0.25
CA-2014-142769,2014-09-13,2014-09-13,0,RP-19390,Consumer,West,Washington,Seattle,14.19,5.5341,3,1,0.0,False,0,0.38999999999999996
CA-2014-142839,2014-08-16,2014-08-20,4,TS-21610,Consumer,East,Pennsylvania,Philadelphia,853.092,-227.4912,6,1,0.4,True,1,-0.26666666666666666
CA-2014-143182,2014-10-15,2014-10-20,5,DL-12865,Consumer,South,Florida,Hialeah,15.384,4.0383,1,1,0.2,False,0,0.26249999999999996
CA-2014-143210,2014-12-01,2014-12-03,2,AA-10645,Consumer,East,Massachusetts,Lowell,55.660000000000004,18.8262,5,2,0.0,False,0,0.3382357168523176
CA-2014-143637,2014-03-24,2014-03-29,5,MS-17710,Consumer,West,California,Fresno,40.48,14.5728,2,1,0.0,False,0,0.36000000000000004
CA-2014-143903,2014-07-20,2014-07-24,4,KM-16375,Home Office,Central,Texas,Dallas,998.112,-154.425,7,2,0.44999999999999996,True,2,-0.15471710589593154
CA-2014-143917,2014-07-25,2014-07-27,2,KL-16645,Consumer,West,California,San Francisco,77.92,34.2848,8,1,0.0,False,0,0.43999999999999995
CA-2014-144029,2014-05-26,2014-05-31,5,MM-18055,Consumer,Central,Illinois,Chicago,359.772,-5.1396,2,1,0.3,True,1,-0.014285714285714285
