product_id,product_name,sub_category,line_count,orders,customers,total_sales,total_profit,profit_margin,quantity,average_discount,discounted_sales_share,loss_line_count,loss_line_rate,average_order_value,profit_per_order,shipping_days_avg,product_label,classification,classification_rule
FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Chairs,4,4,4,2032.3500000000001,-460.666,-0.22666666666666666,10,0.25,1.0,4,1.0,508.08750000000003,-115.1665,3.0,FUR-CH-10000229 - Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",Tables,3,3,3,2033.496,-456.7032,-0.2245901639344262,9,0.3333333333333333,1.0,3,1.0,677.832,-152.2344,4.0,"FUR-TA-10002228 - Bevis Traditional Conference Table Top, Plinth Base",Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10001539,Chromcraft Rectangular Conference Tables,Tables,9,9,9,4952.673,-450.243,-0.09090909090909091,30,0.32222222222222224,1.0,5,0.5555555555555556,550.297,-50.027,3.7777777777777777,FUR-TA-10001539 - Chromcraft Rectangular Conference Tables,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Tables,6,6,6,2542.4669999999996,-445.587,-0.1752577319587629,15,0.3166666666666667,0.8969072164948455,4,0.6666666666666666,423.74449999999996,-74.2645,2.3333333333333335,FUR-TA-10002356 - Bevis Boat-Shaped Conference Table,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Chairs,8,8,8,2913.9139999999998,-445.391,-0.1528497409326425,25,0.2,0.7927461139896372,6,0.75,364.23924999999997,-55.673875,3.5,FUR-CH-10000863 - Novimex Swivel Fabric Task Chair,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Bookcases,3,3,3,1014.174,-418.548,-0.41269841269841273,10,0.2833333333333333,1.0,3,1.0,338.058,-139.516,4.0,"FUR-BO-10001918 - Sauder Forest Hills Library with Doors, Woodland Oak Finish",Rationalize,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10004442,Riverside Furniture Stanwyck Manor Table Series,Tables,3,3,3,917.92,-415.9325,-0.453125,5,0.3666666666666667,1.0,3,1.0,305.9733333333333,-138.64416666666668,2.0,FUR-TA-10004442 - Riverside Furniture Stanwyck Manor Table Series,Rationalize,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Tables,6,6,6,5098.1759999999995,-404.00640000000004,-0.07924528301886793,22,0.3166666666666667,0.559748427672956,4,0.6666666666666666,849.6959999999999,-67.3344,4.0,"FUR-TA-10001932 - Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,Tables,4,4,4,3140.5499999999997,-401.9904,-0.12800000000000003,18,0.2,0.6,3,0.75,785.1374999999999,-100.4976,5.0,FUR-TA-10003715 - Hon 2111 Invitation Series Corner Table,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Tables,7,7,7,3457.4419999999996,-392.54800000000006,-0.11353711790393016,30,0.2,0.47598253275109176,4,0.5714285714285714,493.9202857142856,-56.07828571428572,4.142857142857143,"FUR-TA-10002530 - Iceberg OfficeWorks 42"" Round Tables",Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10003469,Balt Split Level Computer Training Table,Tables,5,5,5,1040.625,-357.975,-0.34400000000000003,12,0.38,1.0,5,1.0,208.125,-71.595,5.4,FUR-TA-10003469 - Balt Split Level Computer Training Table,Rationalize,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furnishings,6,6,6,1623.2480000000003,-343.09560000000005,-0.21136363636363636,26,0.26666666666666666,0.6590909090909091,4,0.6666666666666666,270.5413333333334,-57.18260000000001,4.0,"FUR-FU-10003601 - Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Tables,8,8,8,2847.7799999999997,-328.59,-0.11538461538461539,20,0.2875,0.4230769230769231,6,0.75,355.97249999999997,-41.07375,3.125,"FUR-TA-10003008 - Lesro Round Back Collection Coffee Table, End Table",Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Tables,12,12,11,12995.2915,-327.23309999999975,-0.025180897250361777,46,0.24583333333333335,0.7973950795947902,5,0.4166666666666667,1082.9409583333334,-27.26942499999998,4.083333333333333,FUR-TA-10003473 - Bretford Rectangular Conference Table Tops,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10002645,Hon Rectangular Conference Tables,Tables,4,4,4,3481.515,-295.815,-0.08496732026143791,20,0.325,0.3464052287581699,3,0.75,870.37875,-73.95375,4.75,FUR-TA-10002645 - Hon Rectangular Conference Tables,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-BO-10002268,Sauder Barrister Bookcases,Bookcases,3,3,3,754.7336,-294.7672,-0.3905579399141631,16,0.4066666666666667,1.0,3,1.0,251.57786666666667,-98.25573333333334,4.0,FUR-BO-10002268 - Sauder Barrister Bookcases,Rationalize,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Bookcases,4,4,4,1646.9180000000001,-285.9484,-0.17362637362637362,12,0.2475,1.0,4,1.0,411.72950000000003,-71.4871,5.0,FUR-BO-10003965 - O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",Furnishings,4,4,4,1002.936,-267.44960000000003,-0.26666666666666666,19,0.3,1.0,4,1.0,250.734,-66.86240000000001,4.25,"FUR-FU-10004904 - Eldon ""L"" Workstation Diamond Chairmat",Rationalize,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furnishings,5,5,5,1200.9360000000001,-256.5636,-0.21363636363636362,18,0.16,0.39393939393939387,2,0.4,240.18720000000002,-51.31272,5.2,FUR-FU-10002918 - Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-CH-10004860,Global Low Back Tilter Chair,Chairs,8,8,8,1746.9540000000002,-246.39119999999997,-0.14104046242774562,21,0.1875,0.8265895953757225,7,0.875,218.36925000000002,-30.798899999999996,3.625,FUR-CH-10004860 - Global Low Back Tilter Chair,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10004575,Hon 5100 Series Wood Tables,Tables,7,7,7,5965.09,-238.60359999999997,-0.039999999999999994,26,0.21428571428571427,0.41463414634146345,4,0.5714285714285714,852.1557142857143,-34.08622857142857,3.857142857142857,FUR-TA-10004575 - Hon 5100 Series Wood Tables,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Chairs,7,7,7,1775.6800000000003,-228.6188,-0.12874999999999998,21,0.21428571428571427,0.9375,5,0.7142857142857143,253.66857142857148,-32.65982857142857,4.428571428571429,FUR-CH-10001973 - Office Star Flex Back Scooter Chair with White Frame,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10001039,KI Adjustable-Height Table,Tables,11,11,11,2764.2570000000005,-226.12739999999997,-0.08180404354587867,47,0.22272727272727275,0.6267496111975116,6,0.5454545454545454,251.29609090909096,-20.55703636363636,3.6363636363636362,FUR-TA-10001039 - KI Adjustable-Height Table,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furnishings,5,5,5,763.6679999999999,-222.7365,-0.29166666666666674,15,0.24,0.2592592592592593,2,0.4,152.73359999999997,-44.5473,3.0,"FUR-FU-10002116 - Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Rationalize,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-CH-10003396,Global Deluxe Steno Chair,Chairs,10,10,10,1770.54,-216.3138,-0.12217391304347826,29,0.21000000000000002,1.0,8,0.8,177.054,-21.63138,4.2,FUR-CH-10003396 - Global Deluxe Steno Chair,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10001857,Balt Solid Wood Rectangular Table,Tables,4,4,4,828.0964999999999,-216.2545,-0.2611464968152867,11,0.2625,0.7452229299363059,3,0.75,207.02412499999997,-54.063625,3.5,FUR-TA-10001857 - Balt Solid Wood Rectangular Table,Rationalize,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bookcases,8,8,8,3626.0056,-208.6504,-0.05754276827371695,34,0.23374999999999999,1.0,3,0.375,453.2507,-26.0813,3.125,"FUR-BO-10004218 - Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10002774,Laminate Occasional Tables,Tables,3,3,3,2096.168,-206.5342,-0.09852941176470588,18,0.2333333333333333,1.0,3,1.0,698.7226666666667,-68.84473333333334,4.666666666666667,FUR-TA-10002774 - Laminate Occasional Tables,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-CH-10000513,High-Back Leather Manager's Chair,Chairs,9,9,9,4770.633,-197.58480000000003,-0.041416893732970035,42,0.16666666666666666,0.45504087193460496,6,0.6666666666666666,530.0703333333333,-21.95386666666667,4.0,FUR-CH-10000513 - High-Back Leather Manager's Chair,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Tables,5,5,5,4544.924999999999,-192.18540000000002,-0.042285714285714295,24,0.26000000000000006,0.7142857142857144,3,0.6,908.9849999999999,-38.43708,2.4,"FUR-TA-10002903 - Bevis Round Bullnose 29"" High Table Top",Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,Bookcases,4,4,4,1474.308,-191.86200000000005,-0.1301369863013699,22,0.25,0.4520547945205479,2,0.5,368.577,-47.96550000000001,3.5,FUR-BO-10003546 - Hon 4-Shelf Metal Bookcases,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-BO-10001567,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Bookcases,1,1,1,90.882,-190.8522,-2.1,3,0.7,1.0,1,1.0,90.882,-190.8522,2.0,"FUR-BO-10001567 - Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Rationalize,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10001095,Chromcraft Round Conference Tables,Tables,13,13,13,8209.059,-189.97610000000006,-0.02314225053078557,61,0.25769230769230766,0.7239915074309979,7,0.5384615384615384,631.4660769230769,-14.613546153846158,4.230769230769231,FUR-TA-10001095 - Chromcraft Round Conference Tables,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",Tables,3,3,3,1296.028,-177.3512,-0.1368421052631579,6,0.3333333333333333,1.0,2,0.6666666666666666,432.00933333333336,-59.117066666666666,4.0,"FUR-TA-10004175 - Hon 30"" x 60"" Table with Locking Drawer",Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furnishings,5,5,5,2064.2279999999996,-173.12879999999998,-0.08387096774193549,24,0.2,0.5161290322580646,3,0.6,412.84559999999993,-34.62576,3.0,"FUR-FU-10002298 - Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,Bookcases,4,4,4,2904.1609999999996,-170.83299999999997,-0.058823529411764705,17,0.2,0.5155709342560554,3,0.75,726.0402499999999,-42.70824999999999,3.5,FUR-BO-10004357 - O'Sullivan Living Dimensions 3-Shelf Bookcases,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Chairs,7,7,7,1757.266,-166.00900000000001,-0.09447004608294932,25,0.17142857142857143,0.6313364055299538,6,0.8571428571428571,251.038,-23.71557142857143,4.571428571428571,"FUR-CH-10000225 - Global Geo Office Task Chair, Gray",Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Tables,5,5,5,3253.2200000000003,-164.72000000000003,-0.05063291139240507,20,0.18,0.3037974683544304,2,0.4,650.644,-32.944,3.0,FUR-TA-10004534 - Bevis 44 x 96 Conference Tables,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Chairs,2,2,2,694.194,-158.48579999999998,-0.2283018867924528,7,0.25,1.0,2,1.0,347.097,-79.24289999999999,5.0,"FUR-CH-10002044 - Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Rationalize,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,Chairs,3,3,3,1087.92,-149.589,-0.13749999999999998,10,0.20000000000000004,1.0,3,1.0,362.64000000000004,-49.863,3.3333333333333335,FUR-CH-10001190 - Global Deluxe High-Back Office Chair in Storm,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Tables,9,9,9,653.1209999999999,-148.39619999999996,-0.22721088435374148,22,0.3111111111111111,1.0,9,1.0,72.56899999999999,-16.488466666666664,3.2222222222222223,FUR-TA-10001676 - Hon 61000 Series Interactive Training Tables,Rationalize,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Tables,4,4,4,1436.232,-143.62319999999997,-0.09999999999999998,12,0.3,1.0,3,0.75,359.058,-35.90579999999999,3.75,"FUR-TA-10002622 - Bush Andora Conference Table, Maple/Graphite Gray Finish",Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Chairs,4,4,4,922.74,-133.4424,-0.14461538461538462,16,0.15000000000000002,0.923076923076923,3,0.75,230.685,-33.3606,4.5,FUR-CH-10003956 - Novimex High-Tech Fabric Mesh Task Chair,Rationalize,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Bookcases,6,6,6,723.842,-133.1092,-0.18389261744966443,21,0.18333333333333332,0.46308724832214765,3,0.5,120.64033333333333,-22.184866666666665,3.6666666666666665,FUR-BO-10000468 - O'Sullivan 2-Shelf Heavy-Duty Bookcases,Rationalize,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-CH-10003833,Novimex Fabric Task Chair,Chairs,9,9,9,1890.3799999999999,-131.107,-0.06935483870967743,39,0.18888888888888888,0.903225806451613,8,0.8888888888888888,210.04222222222222,-14.567444444444444,4.333333333333333,FUR-CH-10003833 - Novimex Fabric Task Chair,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Chairs,7,7,7,2200.464,-130.98000000000002,-0.059523809523809534,20,0.14285714285714288,0.6428571428571429,4,0.5714285714285714,314.352,-18.711428571428574,4.285714285714286,FUR-CH-10001482 - Office Star - Mesh Screen back chair with Vinyl seat,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,Furnishings,6,6,6,467.71199999999993,-129.92,-0.2777777777777778,20,0.26666666666666666,0.44444444444444453,4,0.6666666666666666,77.95199999999998,-21.653333333333332,4.166666666666667,FUR-FU-10000193 - Tenex Chairmats For Use with Hard Floors,Rationalize,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Bookcases,6,6,6,5184.081,-126.44100000000005,-0.024390243902439032,27,0.2666666666666666,1.0,1,0.16666666666666666,864.0135,-21.073500000000006,3.1666666666666665,"FUR-BO-10002613 - Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Bookcases,3,3,3,935.1972,-125.74080000000001,-0.13445378151260506,10,0.26333333333333336,1.0,2,0.6666666666666666,311.7324,-41.9136,3.0,"FUR-BO-10001601 - Sauder Mission Library with Doors, Fruitwood Finish",Rationalize,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
